movie_id,primary_title,start_year,genres,person_id,category,job,primary_name
tt6089594,The Organizer,2017,Documentary,nm2909903,producer,producer,Joey Carey
tt3687316,Youth in Oregon,2016,"Comedy,Drama",nm3378356,producer,producer,Stefan Nowicki
tt3687316,Youth in Oregon,2016,"Comedy,Drama",nm3848082,producer,producer,Morgan White
tt3687810,Writer's Room,2017,Comedy,nm3281587,producer,producer,Markus Meedt
tt4360940,How You Look at Me,2019,Drama,nm3281587,producer,producer,Markus Meedt
tt3687810,Writer's Room,2017,Comedy,nm4718816,producer,producer,Jack Shelbourn
tt3687810,Writer's Room,2017,Comedy,nm4546502,producer,producer,Hamish Ward
tt3687898,Palace of Fun,2016,"Crime,Romance",nm6448851,producer,producer,David Stocks
tt3688342,Zoo,2017,"Family,History,War",nm2107339,producer,producer,Katy Jackson
tt5653514,Bad Day for the Cut,2017,"Crime,Drama,Thriller",nm2107339,producer,producer,Katy Jackson
tt6793280,The Devil's Doorway,2018,Horror,nm2107339,producer,producer,Katy Jackson
tt3688342,Zoo,2017,"Family,History,War",nm3695280,producer,producer,John Leslie
tt3689590,Blood in the Water,2016,"Crime,Mystery,Thriller",nm6451190,producer,producer,Mitchell Sandler
tt3689590,Blood in the Water,2016,"Crime,Mystery,Thriller",nm2325346,producer,producer,Mitch Solomon
tt3691270,Sad Vacation,2016,Documentary,nm5422123,producer,producer,Skafish
tt3691270,Sad Vacation,2016,Documentary,nm6807548,producer,producer,Hilary Hodgson
tt3691270,Sad Vacation,2016,Documentary,nm7430745,producer,producer,Rodrigo Salomon
tt3691270,Sad Vacation,2016,Documentary,nm0778707,producer,producer,Luigi Scorcia
tt3691740,The BFG,2016,"Adventure,Family,Fantasy",nm0580303,producer,producer,Sam Mercer
tt3692610,Okhwan's Mission Impossible,2016,"Adventure,Biography,Documentary",nm0895504,producer,producer,Peter Veverka
tt3692652,Eloise,2016,"Horror,Mystery,Thriller",nm5876299,producer,producer,Sanford Nelson
tt3693042,Grey Lady,2017,"Crime,Drama,Mystery",nm0255104,producer,producer,Suzann Ellis
tt3693252,Gilda Sue Rosenstern: The Motion Picture!,2018,Comedy,nm3332560,producer,producer,John Prew
tt3693252,Gilda Sue Rosenstern: The Motion Picture!,2018,Comedy,nm0733987,producer,producer,Tom Roche
tt3693290,All That Jam,2016,"Comedy,Romance",nm2417986,producer,producer,Vadim Goryainov
tt5487524,Guardians of the Night,2016,"Action,Fantasy,Thriller",nm2417986,producer,producer,Vadim Goryainov
tt7126386,Zhgi!,2017,"Drama,Music",nm2417986,producer,producer,Vadim Goryainov
tt9715742,Strangers of Patience,2018,Thriller,nm2417986,producer,producer,Vadim Goryainov
tt6117512,Kate's Chocolates,2017,Comedy,nm1676098,producer,producer,Len Evans
tt3695346,The Harvesting,2018,"Horror,Thriller",nm6583859,producer,producer,David Gareis
tt3695346,The Harvesting,2018,"Horror,Thriller",nm0795772,producer,producer,Daniel Shultz
tt3696498,BitterSüß,2016,"Crime,Drama",nm6480255,producer,producer,Vandana Sharma
tt3696498,BitterSüß,2016,"Crime,Drama",nm6480254,producer,producer,David Sorg
tt3696610,Stuck,2017,"Drama,Musical",nm2684668,producer,producer,Joe Mundo
tt3697398,The Possession Experiment,2016,"Horror,Thriller",nm6915291,producer,producer,Luis M. Tejada
tt3697398,The Possession Experiment,2016,"Horror,Thriller",nm8659855,producer,producer,Greg Anthony
tt3697398,The Possession Experiment,2016,"Horror,Thriller",nm6463520,producer,producer,Todd Grubbs
tt3697398,The Possession Experiment,2016,"Horror,Thriller",nm2250621,producer,producer,Todd Slater
tt5802168,The Snowman Trek,2018,Documentary,nm2250621,producer,producer,Todd Slater
tt3699104,Wine Wars,2017,"Action,Crime,Thriller",nm1569734,producer,producer,Sinn Gi Joseph Chan
tt3699186,Duty of Care,2017,Drama,nm5173494,producer,producer,Suzanne Green
tt3699354,Citizen Jane: Battle for the City,2016,"Biography,Documentary,History",nm0136276,producer,producer,Jenny Carchman
tt3699354,Citizen Jane: Battle for the City,2016,"Biography,Documentary,History",nm6461527,producer,producer,Robert Hammond
tt3699354,Citizen Jane: Battle for the City,2016,"Biography,Documentary,History",nm1819141,producer,producer,Jessica Van Garsse
tt3699372,Let Me Make You a Martyr,2016,"Action,Crime,Drama",nm3959928,producer,producer,Michael Jefferson
tt3699372,Let Me Make You a Martyr,2016,"Action,Crime,Drama",nm7896547,producer,producer,Brett Swab
tt3699578,You Are Never Alone,2016,Drama,nm2755784,producer,producer,Scott Lewallen
tt3699702,The Divorce Party,2019,"Comedy,Romance",nm0673858,producer,producer,Sunil Perkash
tt6547786,Life Like,2019,"Sci-Fi,Thriller",nm0673858,producer,producer,Sunil Perkash
tt3699702,The Divorce Party,2019,"Comedy,Romance",nm5833341,producer,producer,Paresh Ghelani
tt3699958,Rules We Live By,2016,Crime,nm5122390,producer,producer,Thomas Kelly
tt3699958,Rules We Live By,2016,Crime,nm5239674,producer,producer,Eric Thomas Rice
tt3700566,Hi-Lo Joe,2017,"Drama,Thriller",nm3718297,producer,producer,Keerthi Suresh
tt3700566,Hi-Lo Joe,2017,"Drama,Thriller",nm5106718,producer,producer,William Hunter Howell
tt3700566,Hi-Lo Joe,2017,"Drama,Thriller",nm6462855,producer,producer,Julien Loeffler
tt7149066,The Sonata,2018,"Mystery,Thriller",nm6462855,producer,producer,Julien Loeffler
tt3700566,Hi-Lo Joe,2017,"Drama,Thriller",nm1616080,producer,producer,Mark Nutkins
tt3700566,Hi-Lo Joe,2017,"Drama,Thriller",nm1106421,producer,producer,Fabrice Smadja
tt5864904,The Capture,2017,"Sci-Fi,Thriller",nm3076187,producer,producer,Wendy Benge
tt3702088,Daisy Winters,2017,Drama,nm0000826,producer,producer,Jane Badler
tt8160864,Chase,2019,Thriller,nm0000826,producer,producer,Jane Badler
tt3702088,Daisy Winters,2017,Drama,nm3390000,producer,producer,Sean E. DeMott
tt3892618,Alleluia! The Devil's Carnival,2016,"Horror,Musical",nm3390000,producer,producer,Sean E. DeMott
tt5451690,American Satan,2017,"Drama,Music,Thriller",nm3390000,producer,producer,Sean E. DeMott
tt6177382,Mind Over Matter,2019,"Biography,Documentary,Music",nm3390000,producer,producer,Sean E. DeMott
tt3702088,Daisy Winters,2017,Drama,nm0601104,producer,producer,Deborah Moore
tt3702636,My Heart in Kenya,2016,Documentary,nm3306698,producer,producer,Brad Paul
tt3703908,Standoff,2016,"Drama,Thriller",nm2480811,producer,producer,Eric Gozlan
tt3758162,A Score to Settle,2019,"Action,Drama,Thriller",nm2480811,producer,producer,Eric Gozlan
tt3703908,Standoff,2016,"Drama,Thriller",nm6717652,producer,producer,Michael Wexler
tt4565520,The Layover,2017,"Comedy,Romance",nm1761309,producer,producer,Keith Kjarval
tt6237268,Ride,2018,"Action,Thriller",nm1761309,producer,producer,Keith Kjarval
tt6491178,Dragged Across Concrete,2018,"Adventure,Crime,Drama",nm1761309,producer,producer,Keith Kjarval
tt6662736,What They Had,2018,Drama,nm1761309,producer,producer,Keith Kjarval
tt3704420,Aviatrix: The Katherine Sui Fun Cheung Story,2016,Documentary,nm7886672,producer,producer,Henry Chu
tt3704700,Brain on Fire,2016,"Biography,Drama",nm0002427,producer,producer,Rob Merilees
tt3704700,Brain on Fire,2016,"Biography,Drama",nm2054603,producer,producer,Lindsay MacAdam
tt3704808,The Cool Kids,2016,Thriller,nm7222464,producer,producer,Simon Jackson
tt3704808,The Cool Kids,2016,Thriller,nm3062647,producer,producer,Adam Trahan
tt3705608,Cursed,2017,"Drama,War",nm9330237,producer,producer,Dorota Bogucka
tt3705608,Cursed,2017,"Drama,War",nm1411878,producer,producer,Marcin Kwasny
tt6112150,Return to Park Ex,2017,Documentary,nm2393874,producer,producer,Ariel Nasr
tt3705822,Moontrap: Target Earth,2017,"Action,Adventure,Sci-Fi",nm0428109,producer,producer,Gary Jones
tt3706090,Among Us,2016,Sci-Fi,nm9733650,producer,producer,Guto Augusto Gomez
tt3706090,Among Us,2016,Sci-Fi,nm7221367,producer,producer,Joanna Kaplan
tt3707492,Speglingar,2017,"Biography,Documentary",nm1376116,producer,producer,Kristiina Pervilä
tt3798566,Little Yellow Boots,2017,Documentary,nm1376116,producer,producer,Kristiina Pervilä
tt6445236,Brothers in Arms,2017,"Comedy,Thriller",nm6367998,producer,producer,Tara Barrett
tt3708864,Drifting,2016,"Comedy,Crime,Drama",nm0972136,producer,producer,Michael Edward Staley
tt3708886,War on Everyone,2016,"Action,Comedy",nm0163770,producer,producer,Chris Clark
tt3842684,Two/One,2019,Drama,nm0163770,producer,producer,Chris Clark
tt5294550,All the Money in the World,2017,"Biography,Crime,Drama",nm0163770,producer,producer,Chris Clark
tt6921996,Johnny English Strikes Again,2018,"Action,Adventure,Comedy",nm0163770,producer,producer,Chris Clark
tt3708886,War on Everyone,2016,"Action,Comedy",nm1771404,producer,producer,Flora Fernandez-Marengo
tt3842684,Two/One,2019,Drama,nm1771404,producer,producer,Flora Fernandez-Marengo
tt3708886,War on Everyone,2016,"Action,Comedy",nm0402599,producer,producer,Phil Hunt
tt4372390,Detour,2016,"Action,Thriller",nm0402599,producer,producer,Phil Hunt
tt3708886,War on Everyone,2016,"Action,Comedy",nm1672429,producer,producer,Compton Ross
tt4372390,Detour,2016,"Action,Thriller",nm1672429,producer,producer,Compton Ross
tt4971258,Bombairiya,2019,"Comedy,Crime,Drama",nm1672429,producer,producer,Compton Ross
tt3709442,Quarries,2016,"Drama,Horror,Thriller",nm0019665,producer,producer,Dean Alioto
tt3709442,Quarries,2016,"Drama,Horror,Thriller",nm0956015,producer,producer,Warren Zide
tt4402174,The Woodsman,2016,Thriller,nm0956015,producer,producer,Warren Zide
tt3709552,The Last Witness,2018,"History,Thriller",nm0362283,producer,producer,Carol Harding
tt3709718,Transit 17,2019,Action,nm5627070,producer,producer,Macromovie Filmworks
tt3709936,Detox: Wenn du alles verloren hast,2017,Drama,nm7694425,producer,producer,Christina Honig
tt3710616,Dick Johnson & Tommygun vs. The Cannibal Cop: Based on a True Story,2018,"Action,Comedy,Horror",nm6758451,producer,producer,Vito Crocitto
tt3710938,Alone in the Dead of Night,2017,"Drama,Fantasy,Horror",nm5361047,producer,producer,James Hollis III
tt4835458,The Agents,2016,Action,nm4139020,producer,producer,Christopher Burns Jr.
tt6148864,Fang,2018,Horror,nm4139020,producer,producer,Christopher Burns Jr.
tt3711510,The Warning,2018,"Crime,Drama,Fantasy",nm1038473,producer,producer,Pedro Uriol
tt8406744,Out in the Open,2019,Thriller,nm1038473,producer,producer,Pedro Uriol
tt3711708,30 Years of Garbage: The Garbage Pail Kids Story,2017,Documentary,nm4588037,producer,producer,Krystle-Dawn Willing
tt3711902,The Wicked Path,2019,"Action,Adventure,Drama",nm6475157,producer,producer,Jay Patel
tt3711902,The Wicked Path,2019,"Action,Adventure,Drama",nm2144458,producer,producer,Narendra Patel
tt3712950,"Where Are You, Bobby Browning?",2016,"Comedy,Romance",nm6918916,producer,producer,Kathryn J. Hatam
tt3713180,Running A.T. Full Speed,2017,Documentary,nm6476741,producer,producer,Stephanie Morris
tt3713180,Running A.T. Full Speed,2017,Documentary,nm8695379,producer,producer,Helen Simmons
tt3714492,Hello I Love You,2018,Comedy,nm5799156,producer,producer,Susan McEvoy
tt3714720,The Hollars,2016,"Comedy,Drama,Romance",nm4964039,producer,producer,Ben Nearn
tt3714720,The Hollars,2016,"Comedy,Drama,Romance",nm0723570,producer,producer,Tom Rice
tt4843344,Speech & Debate,2017,"Comedy,Drama",nm0723570,producer,producer,Tom Rice
tt6290798,UFO,2018,"Drama,Mystery,Sci-Fi",nm0723570,producer,producer,Tom Rice
tt3714720,The Hollars,2016,"Comedy,Drama,Romance",nm2860957,producer,producer,Allyson Seeger
tt3714896,Sumercé,2019,Documentary,nm5910512,producer,producer,Marco Cartolano
tt3715210,I Archimedes,2017,Documentary,nm7902790,producer,producer,Iolanda Garro
tt3715210,I Archimedes,2017,Documentary,nm6690205,producer,producer,Cedric Gamelin
tt6264124,Mary Katherine Goddard,2016,Documentary,nm6690205,producer,producer,Cedric Gamelin
tt3715870,Until the Day I Die: Part 1,2016,Action,nm4164434,producer,producer,Tony Gonzaga
tt3863892,Until the Day I Die: Part 2,2016,Action,nm4164434,producer,producer,Tony Gonzaga
tt5310102,Cuernito Armani,2016,Comedy,nm4164434,producer,producer,Tony Gonzaga
tt7666754,La Hora De Salvador Romero,2017,Drama,nm4164434,producer,producer,Tony Gonzaga
tt9327782,Levantate Papito,2018,Comedy,nm4164434,producer,producer,Tony Gonzaga
tt3715970,Il Constantia,2016,"Adventure,History",nm5684522,producer,producer,Alexander McDonnell
tt3716658,Road Rage,2016,"Comedy,Drama,Romance",nm4596076,producer,producer,Marti Davis
tt3716658,Road Rage,2016,"Comedy,Drama,Romance",nm3999867,producer,producer,Lawrence R. Greenberg
tt3717088,Durant's Never Closes,2016,"Biography,Crime,Drama",nm2711039,producer,producer,Scott Conditt
tt3717088,Durant's Never Closes,2016,"Biography,Crime,Drama",nm5389702,producer,producer,William Long
tt3813018,Bride of Violence,2018,"Horror,Thriller",nm5389702,producer,producer,William Long
tt5825220,Don't Come Around Here,2017,Drama,nm5389702,producer,producer,William Long
tt3717214,A Timeless Love,2016,"Comedy,Drama,Family",nm5940652,producer,producer,Bill Holmes Jr.
tt3717316,Hunter Gatherer,2016,Drama,nm3511834,producer,producer,Michael Angelo Covino
tt4254584,Kicks,2016,"Adventure,Drama",nm3511834,producer,producer,Michael Angelo Covino
tt3717316,Hunter Gatherer,2016,Drama,nm2051470,producer,producer,April Lamb
tt3717316,Hunter Gatherer,2016,Drama,nm3429163,producer,producer,Isaiah Smallman
tt3717804,England Is Mine,2017,"Biography,Drama,Music",nm3172989,producer,producer,Baldwin Li
tt3717804,England Is Mine,2017,"Biography,Drama,Music",nm0931410,producer,producer,Orian Williams
tt4242100,My Father Die,2016,"Action,Drama",nm0931410,producer,producer,Orian Williams
tt6862538,Yellow Rose,2019,"Drama,Music",nm0931410,producer,producer,Orian Williams
tt3719422,Everything In the Song Is True,2016,"Biography,Documentary,Music",nm0325587,producer,producer,Nicholas Goldfarb
tt5176832,The Doll,2017,"Fantasy,Horror,Sci-Fi",nm1265678,producer,producer,Michael Phillip Edwards
tt3719948,The Butterfly Tree,2017,Drama,nm1837028,producer,producer,Bridget Callow-Wright
tt6564812,RocKabul,2018,"Documentary,Music,War",nm1837028,producer,producer,Bridget Callow-Wright
tt3720644,The Hotel,2016,Documentary,nm1515685,producer,producer,Mattias Nohrborg
tt6109168,Bergman: A Year in a Life,2018,Documentary,nm1515685,producer,producer,Mattias Nohrborg
tt6844052,Goliath,2018,"Crime,Drama",nm1515685,producer,producer,Mattias Nohrborg
tt8581872,Stieg Larsson: The Man Who Played with Fire,2018,"Biography,Documentary",nm1515685,producer,producer,Mattias Nohrborg
tt8587142,X&Y,2018,Drama,nm1515685,producer,producer,Mattias Nohrborg
tt3721112,The Shadow People,2017,"Horror,Mystery,Thriller",nm3546871,producer,producer,Nicholle Walton-Durban
tt3721390,Un homme à la mer,2016,Drama,nm1311805,producer,producer,Alexia de Beauvoir
tt3721390,Un homme à la mer,2016,Drama,nm2223610,producer,producer,Antoine Morand
tt3721390,Un homme à la mer,2016,Drama,nm2460473,producer,producer,Jean-Jacques Neira
tt3721390,Un homme à la mer,2016,Drama,nm1864490,producer,producer,Anthony Rey
tt4538652,Sonar,2017,Drama,nm1864490,producer,producer,Anthony Rey
tt6549832,Ongles rouges,2017,Documentary,nm1864490,producer,producer,Anthony Rey
tt3721462,Zorawar,2016,"Action,Crime,Drama",nm6485539,producer,producer,Rabindra Narayan
tt3721462,Zorawar,2016,"Action,Crime,Drama",nm6485538,producer,producer,Rajiee M. Shinde
tt3721936,American Honey,2016,"Adventure,Drama,Romance",nm1964434,producer,producer,Thomas Benski
tt5146068,All These Sleepless Nights,2016,"Documentary,Drama",nm1964434,producer,producer,Thomas Benski
tt6184766,Devil's Pie: D'Angelo,2019,"Biography,Documentary,Music",nm1964434,producer,producer,Thomas Benski
tt6905676,XY Chelsea,2019,Documentary,nm1964434,producer,producer,Thomas Benski
tt7321274,Kingdom of Us,2017,"Documentary,Drama",nm1964434,producer,producer,Thomas Benski
tt3721936,American Honey,2016,"Adventure,Drama,Romance",nm3170355,producer,producer,Lucas Ochoa
tt5146068,All These Sleepless Nights,2016,"Documentary,Drama",nm3170355,producer,producer,Lucas Ochoa
tt6905676,XY Chelsea,2019,Documentary,nm3170355,producer,producer,Lucas Ochoa
tt7321274,Kingdom of Us,2017,"Documentary,Drama",nm3170355,producer,producer,Lucas Ochoa
tt3721936,American Honey,2016,"Adventure,Drama,Romance",nm4489323,producer,producer,Pouya Shahbazian
tt3721954,Maudie,2016,"Biography,Drama,Romance",nm0949229,producer,producer,Mary Young Leckie
tt3721954,Maudie,2016,"Biography,Drama,Romance",nm0178341,producer,producer,Bob Cooper
tt3721954,Maudie,2016,"Biography,Drama,Romance",nm1669348,producer,producer,Susan Mullen
tt6489562,Sweetness in the Belly,2019,Drama,nm1669348,producer,producer,Susan Mullen
tt3721954,Maudie,2016,"Biography,Drama,Romance",nm0786673,producer,producer,Mary Sexton
tt3721964,Gringo,2018,"Action,Comedy,Crime",nm0947344,producer,producer,Rebecca Yeldham
tt7798644,Judy and Punch,2019,Drama,nm0003482,producer,producer,Nash Edgerton
tt5665452,Sun Dogs,2017,"Comedy,Drama",nm3294574,producer,producer,Anthony Tambakis
tt3722052,Dirty Dead Con Men,2018,"Action,Crime,Drama",nm3075025,producer,producer,David Fletcher
tt3722062,Bokeh,2017,"Drama,Sci-Fi",nm3637654,producer,producer,Doug Daulton
tt3722062,Bokeh,2017,"Drama,Sci-Fi",nm0313240,producer,producer,Kent Genzlinger
tt3722062,Bokeh,2017,"Drama,Sci-Fi",nm6486328,producer,producer,Briene Lermitte
tt3722232,Out of the Heart,2016,"Crime,Drama,Mystery",nm6486573,producer,producer,Bob Mayo
tt3722234,Gosnell: The Trial of America's Biggest Serial Killer,2018,"Crime,Drama",nm2496314,producer,producer,Magdalena Segieda
tt3722356,The Wicked One,2017,"Horror,Thriller",nm5950965,producer,producer,Travis Wilson
tt6715992,Scream for Summer,2017,Horror,nm5950965,producer,producer,Travis Wilson
tt6778742,Cinematic Reality,2018,Thriller,nm5950965,producer,producer,Travis Wilson
tt7044698,Angel,2018,"Horror,Thriller",nm3589171,producer,producer,Dale Miller
tt6715992,Scream for Summer,2017,Horror,nm5780441,producer,producer,Jack Norman
tt3722356,The Wicked One,2017,"Horror,Thriller",nm4592584,producer,producer,Erin Jorgensen
tt3722356,The Wicked One,2017,"Horror,Thriller",nm5459636,producer,producer,Brandon Prewitt
tt6715992,Scream for Summer,2017,Horror,nm5459636,producer,producer,Brandon Prewitt
tt3722614,Revolt,2017,"Action,Sci-Fi,War",nm2303301,producer,producer,Zev Foreman
tt4327752,Lady Bloodfight,2016,"Action,Crime,Drama",nm2303301,producer,producer,Zev Foreman
tt4680182,Colossal,2016,"Comedy,Drama,Fantasy",nm2303301,producer,producer,Zev Foreman
tt4694544,Once Upon a Time in Venice,2017,"Comedy,Crime,Mystery",nm2303301,producer,producer,Zev Foreman
tt9168706,Poised,2018,Drama,nm4083595,producer,producer,Yana Rits-Cairns
tt3723750,Fail State,2017,Documentary,nm6487706,producer,producer,Terrence Crawford
tt7716754,Old Dog,2018,Documentary,nm1032797,producer,producer,Regina Sobel
tt3723750,Fail State,2017,Documentary,nm2903269,producer,producer,Adam Bolt
tt7235016,93Queen,2018,Documentary,nm2903269,producer,producer,Adam Bolt
tt3723750,Fail State,2017,Documentary,nm9741832,producer,producer,Tyler Comes
tt4675324,The Christmas Reunion,2016,"Drama,Family",nm5562883,producer,producer,Michael LaCour
tt3723848,Forced Move,2016,"Drama,Thriller",nm0054021,producer,producer,Barry Barclay
tt6005118,The Thing Before the Thing,2017,Comedy,nm0054021,producer,producer,Barry Barclay
tt3723940,Irony of Catharsis,2016,"Comedy,Drama",nm6293761,producer,producer,Melissa Cohen
tt5220724,Paying Mr. McGetty,2018,"Action,Comedy,Romance",nm4051233,producer,producer,Karen Kaing
tt3726012,Mastizaade,2016,Comedy,nm3185303,producer,producer,Pritish Nandy
tt3726012,Mastizaade,2016,Comedy,nm1301329,producer,producer,Rangita Pritish Nandy
tt3726052,Fangs Vs. Spurs,2016,Horror,nm2951158,producer,producer,Chad Foor
tt3726408,Tales from the Campfire,2017,Horror,nm6490263,producer,producer,Ulrich Saukel
tt3726408,Tales from the Campfire,2017,Horror,nm4074406,producer,producer,Michael Tatlock
tt3727262,The Runaway,2016,Thriller,nm5121640,producer,producer,Diondra Meravi
tt3727646,Thugs vs. Dinosaurs,2017,"Action,Adventure,Comedy",nm6491969,producer,producer,Justin Haller
tt3727750,Gifted,2018,Documentary,nm1152480,producer,producer,Gino Aquino
tt3727750,Gifted,2018,Documentary,nm0050080,producer,producer,Vito G. Balenzano
tt3727750,Gifted,2018,Documentary,nm1235467,producer,producer,Bruno Rosato
tt3727750,Gifted,2018,Documentary,nm5537416,producer,producer,Edwin Sherman
tt3728036,Infección Zombi,2016,Horror,nm6655177,producer,producer,Morartis
tt3728130,Looking for Rohmer,2018,Drama,nm2902126,producer,producer,Olivier Aknin
tt8886110,L'Ordre des médecins,2018,Drama,nm2902126,producer,producer,Olivier Aknin
tt3728130,Looking for Rohmer,2018,Drama,nm1310583,producer,producer,Jianmin Lv
tt6908536,Sky Hunter,2017,"Action,Drama,Romance",nm1310583,producer,producer,Jianmin Lv
tt7131870,Wolf Warrior 2,2017,"Action,Drama,Thriller",nm1310583,producer,producer,Jianmin Lv
tt3728852,North Blvd,2018,Drama,nm1597594,producer,producer,Xavier Mitchell
tt3729034,Time Will Tell,2018,"Drama,Sci-Fi,Thriller",nm1730059,producer,producer,Joggem Simons
tt3729914,The Preacher's Son,2017,"Drama,Mystery,Romance",nm0601984,producer,producer,Tracey Moore
tt3729980,The Choir Director,2018,Drama,nm0601984,producer,producer,Tracey Moore
tt4168932,No More Mr Nice Guy,2018,"Action,Thriller",nm0601984,producer,producer,Tracey Moore
tt3731010,Daria,2016,"Crime,Drama,Thriller",nm4004059,producer,producer,Kathy Horgan
tt3731176,Misfortune,2016,"Crime,Drama,Thriller",nm0491568,producer,producer,Scott Lautanen
tt3731176,Misfortune,2016,"Crime,Drama,Thriller",nm6912886,producer,producer,Roger Steilen
tt3731580,We Don't Belong Here,2017,"Drama,Mystery",nm3570500,producer,producer,Annelise Dekker
tt3731580,We Don't Belong Here,2017,"Drama,Mystery",nm2491566,producer,producer,Adam Gibbs
tt7917484,Write When You Get Work,2018,"Comedy,Drama,Romance",nm2491566,producer,producer,Adam Gibbs
tt9351746,"Love, Antosha",2019,Documentary,nm2491566,producer,producer,Adam Gibbs
tt3731580,We Don't Belong Here,2017,"Drama,Mystery",nm2922238,producer,producer,Michael Kristoff
tt3731580,We Don't Belong Here,2017,"Drama,Mystery",nm0700108,producer,producer,Roger Joseph Pugliese
tt5792714,Tormentero,2017,"Drama,Fantasy,Mystery",nm1738794,producer,producer,Israel Cárdenas
tt5792714,Tormentero,2017,"Drama,Fantasy,Mystery",nm2191541,producer,producer,Laura Amelia Guzmán
tt3733068,Sambá,2017,"Drama,Sport",nm1751920,producer,producer,Esteban Martin
tt3733546,The Lost Within,2017,Thriller,nm3863262,producer,producer,Jessica Paquin
tt3733606,Who's Driving Doug,2016,Drama,nm7452076,producer,producer,Nicole Carbonetta
tt3733606,Who's Driving Doug,2016,Drama,nm0136206,producer,producer,Nikki Carbonetta
tt3733606,Who's Driving Doug,2016,Drama,nm0441673,producer,producer,David Michael Katz
tt3733774,The Trust,2016,"Crime,Drama,Thriller",nm0691088,producer,producer,Braxton Pope
tt6083648,Looking Glass,2018,"Mystery,Thriller",nm0691088,producer,producer,Braxton Pope
tt6069264,Bitch,2017,"Comedy,Drama,Thriller",nm0000704,producer,producer,Elijah Wood
tt8745960,Daniel Isn't Real,2019,Thriller,nm0000704,producer,producer,Elijah Wood
tt3733774,The Trust,2016,"Crime,Drama,Thriller",nm1837043,producer,producer,Molly Hassell
tt4463816,Terminal,2018,"Crime,Drama,Thriller",nm1837043,producer,producer,Molly Hassell
tt5001754,Braven,2018,"Action,Drama",nm1837043,producer,producer,Molly Hassell
tt5706370,Three Christs,2017,Drama,nm1837043,producer,producer,Molly Hassell
tt3733774,The Trust,2016,"Crime,Drama,Thriller",nm2156401,producer,producer,Michael Nilon
tt3737012,8989 Redstone,2016,Horror,nm0658624,producer,producer,Victory Palmisano
tt3737012,8989 Redstone,2016,Horror,nm2881300,producer,producer,Jack Vaughn
tt3737012,8989 Redstone,2016,Horror,nm0901449,producer,producer,Brian Volk-Weiss
tt3737420,In Vino,2017,"Comedy,Thriller",nm1164842,producer,producer,Fabio Golombek
tt5670364,Saving Flora,2018,"Adventure,Drama,Family",nm1164842,producer,producer,Fabio Golombek
tt3737840,The Untold Story,2019,"Comedy,Drama",nm4253200,producer,producer,Tiffany Johnson
tt3737944,The Winter,2016,Drama,nm1006551,producer,producer,Raphaël Berdugo
tt3737944,The Winter,2016,Drama,nm1492206,producer,producer,Ezequiel Borovinsky
tt5613066,Al Desierto,2017,"Crime,Drama,Thriller",nm1492206,producer,producer,Ezequiel Borovinsky
tt3737944,The Winter,2016,Drama,nm1198419,producer,producer,Alejandro Israel
tt5613066,Al Desierto,2017,"Crime,Drama,Thriller",nm1198419,producer,producer,Alejandro Israel
tt6687432,Yo niña,2018,"Biography,Drama",nm1198419,producer,producer,Alejandro Israel
tt3739110,The Yellow Birds,2017,"Drama,War",nm1104170,producer,producer,Jeffrey Sharp
tt4662708,Another Shot,2017,"Biography,Drama,Sport",nm1104170,producer,producer,Jeffrey Sharp
tt6290798,UFO,2018,"Drama,Mystery,Sci-Fi",nm1104170,producer,producer,Jeffrey Sharp
tt6801218,Nighthawks,2019,"Drama,Thriller",nm1104170,producer,producer,Jeffrey Sharp
tt3739806,How to Time Travel,2016,"Comedy,Drama,Sci-Fi",nm6504845,producer,producer,Alexandra Jankowski
tt3739884,Fists of Love,2018,Drama,nm4889223,producer,producer,Leonard Plunkett
tt3740066,Pop Aye,2017,Drama,nm4429914,producer,producer,Wenhong Huang
tt4907174,Distance,2016,Drama,nm4429914,producer,producer,Wenhong Huang
tt3740066,Pop Aye,2017,Drama,nm3569428,producer,producer,Weijie Lai
tt3740066,Pop Aye,2017,Drama,nm8649241,producer,producer,Deng Li
tt3740066,Pop Aye,2017,Drama,nm7500131,producer,producer,Jianbin Zhang
tt3740118,Shankara,2016,Crime,nm0707876,producer,producer,K.S. Rama Rao
tt8344532,Tej... I Love You,2018,Romance,nm0707876,producer,producer,K.S. Rama Rao
tt3741150,Undercover Hooligan,2016,Drama,nm2987455,producer,producer,Jeet Thakrar
tt5000002,Hooligan Legacy,2016,Crime,nm2987455,producer,producer,Jeet Thakrar
tt6651118,Hooligan Escape The Russian Job,2018,Crime,nm2987455,producer,producer,Jeet Thakrar
tt7052244,Robin Hood: The Rebellion,2018,"Action,Adventure,History",nm2987455,producer,producer,Jeet Thakrar
tt3741632,The Leisure Seeker,2017,"Adventure,Comedy,Drama",nm1829742,producer,producer,Marco Cohen
tt4650414,Summertime,2016,Drama,nm1829742,producer,producer,Marco Cohen
tt4932286,Onda su onda,2016,Comedy,nm1829742,producer,producer,Marco Cohen
tt6256056,Una famiglia,2017,Drama,nm1829742,producer,producer,Marco Cohen
tt6809496,Couch Potatoes,2017,"Comedy,Drama",nm1829742,producer,producer,Marco Cohen
tt6892340,Sono tornato,2018,"Comedy,Drama",nm1829742,producer,producer,Marco Cohen
tt8418652,Moschettieri del re - La penultima missione,2018,"Adventure,Comedy",nm1829742,producer,producer,Marco Cohen
